onlyID	kingdom	phylum	class	order	family	genus	species
10824	Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Mesobacillus	Mesobacillus subterraneus
10826	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Renibacterium	Renibacterium salmoninarum
10827	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	Methanofollis liminatans
10828	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetivibrio_A	Acetivibrio_A ethanolgignens
10829	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R coprostanoligenes
10830	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides
10831	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides
10832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseicyclus	Roseicyclus sp000013565
10833	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
10834	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	Methylophaga muralis
10835	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A vulgaris
10836	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	Tsuneonella troitsensis
10837	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans
10838	Bacteria	Firmicutes_E	Symbiobacteriia	Symbiobacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
10839	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Cyanobacterium	Cyanobacterium stanieri
10840	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium gracile
10841	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia sp000008385
10842	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ethanoligenenaceae	Ruminiclostridium_D	Ruminiclostridium_D cellulosi
10843	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridium_Y	Clostridium_Y thermoalcaliphilum
10844	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_AI	Clostridium_AI polysaccharolyticum
10845	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium puniceum
10846	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus auricularis
10847	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus_A	Alkaliphilus_A metalliredigens
10848	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter vulgaris
10849	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Tatlockia brunensis
10850	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	Anoxybacillus_A amylolyticus
10851	Bacteria	Proteobacteria	Gammaproteobacteria	Berkiellales	Berkiellaceae	Berkiella	Berkiella aquae
10852	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas circumdentaria
10853	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	Thermoleophilum	Thermoleophilum album
10854	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Metamycoplasma	Metamycoplasma canadense
10855	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis_A	Mycoplasmopsis_A gallinacea
10856	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis gallinarum
10857	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Hepatoplasmataceae	Hepatoplasma	Hepatoplasma crinochetorum
10858	Bacteria	Firmicutes_F	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium salsuginis
10859	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas subglaciescola
10860	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	Roseivirga echinicomitans
10861	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp000013865
10862	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus cellulositrophicus
10863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	Tateyamaria omphalii
10864	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_L	Litchfieldia	Litchfieldia alkalitelluris
10865	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola
10866	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus locisalis
10867	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum thiooxidans
10868	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus
10869	Bacteria	Dictyoglomota	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus thermophilum
10870	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum
10871	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces_B	Streptomyces_B rubidus
10872	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces_B	Streptomyces_B guanduensis
10873	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium soldanellicola
10874	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Roseibium	Roseibium album
10875	Archaea	Thermoproteota	Nitrososphaeria	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	Caldarchaeum subterraneum
10876	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoglobus	Rhodoglobus sp000153145
10877	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	Jannaschia seosinensis
10878	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Knoellia	Knoellia sp000152705
10879	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter irgensii
10880	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata
10881	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter_A	Maribacter_A sp000153165
10882	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	Lentisphaera araneosa
10883	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter_D	Altererythrobacter_D litoralis
10884	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula marina
10885	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	Yoonia vestfoldensis
10886	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter sp000152905
10887	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Oceanicaulis	Oceanicaulis sp000152745
10888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	Oceanicola granulosus
10889	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	Parvularcula bermudensis
10890	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger bermudensis
10891	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Planktotalea sp000156115
10892	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maritimibacter	Maritimibacter alkaliphilus
10893	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Nitrococcus	Nitrococcus mobilis
10894	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	Psychromonas sp000153405
10895	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	Reinekea blandensis
10896	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Congregibacter	Congregibacter litoralis
10897	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp000153445
10898	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Palleronia	Palleronia marisminoris
10899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris
10900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris
10901	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris
10902	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	RCC307	RCC307 sp000063525
10903	Bacteria	Actinobacteriota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Microbispora	Microbispora sp000511135
10904	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Hydrogenovibrio	Hydrogenovibrio crunogenus
10905	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis
10906	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Anabaenopsis	Anabaenopsis sp000316625
10907	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella denitrificans
10908	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_J	Clostridium_J sulfidigenes
10909	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
10910	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus cellicola
10911	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium immobile
10912	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis
10913	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Beggiatoa	Beggiatoa leptomitoformis
10914	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_A	Enterococcus_A devriesei
10915	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B sputorum
10916	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax_A	Acidovorax_A konjaci
10917	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoasaia	Neoasaia chiangmaiensis
10918	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp000063505
10919	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	Pedosphaera parvula
10920	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium ganghwense
10921	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium amurskyense
10922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia marina
10923	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-7336	JA-3-3Ab	JA-3-3Ab	JA-3-3Ab sp000013205
10924	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-7336	JA-3-3Ab	JA-3-3Ab	JA-3-3Ab sp000013225
10925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Citreimonas	Citreimonas salinaria
10926	Bacteria	Firmicutes_F	Halanaerobiia	Halanaerobiales	Halarsenatibacteraceae	Halarsenatibacter	Halarsenatibacter silvermanii
10927	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter hamburgensis
10928	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter winogradskyi
10929	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei
10930	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeoclathratiforme
10931	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens mesophilus
10932	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Coxiella sp000815025
10933	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella amazonensis
10934	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas denitrificans
10935	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans
10936	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria animaloris
10937	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria zoodegmatis
10938	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Demequinaceae	Demequina	Demequina aestuarii
10939	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium crudilactis
10940	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_I	Enterococcus_I aquimarinus
10941	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Acaryochloris	Acaryochloris marina
10942	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas ginsenosidimutans
10943	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp000022605
10944	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	Simkania negevensis
10945	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens spongiae
10946	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium_A	Chlorobium_A phaeobacteroides
10947	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus stilesii
10948	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum_A	Thalassobaculum_A sp000171835
10949	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter koreensis
10950	Bacteria	Firmicutes	Bacilli	Bacillales_H	Bacillaceae_D	Bacillus_L	Bacillus_L okhensis
10951	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter	Fabibacter spongicola
10952	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Gracilibacillus	Gracilibacillus orientalis
10953	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Sporosarcina	Sporosarcina koreensis
10954	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans
10955	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus tibetensis
10956	Bacteria	Firmicutes	Bacilli	Tepidibacillales	Tepidibacillaceae	Vulcanibacillus	Vulcanibacillus modesticaldus
10957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius pacificus
10958	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Catenuloplanes	Catenuloplanes japonicus
10959	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rathayibacter	Rathayibacter tritici
10960	Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica
10961	Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter	Pseudopelobacter propionicus
10962	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis_B	Mycoplasmopsis_B agassizii
10963	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Basfia_A	Basfia_A succinogenes
10964	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Caryophanon	Caryophanon latum
10965	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Caryophanon	Caryophanon tenue
10966	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Thiomonas	Thiomonas bhubaneswarensis
10967	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus alcaliphilus
10968	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii
10969	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hymeniacidonis
10970	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella caviae
10971	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	Brevinema andersonii
10972	Bacteria	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae_A	Desulfallas_A	Desulfallas_A arcticus
10973	Archaea	Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp000211475
10974	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris
10975	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas_A	Pseudoxanthomonas_A dokdonensis
10976	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter yeojuensis
10977	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Kutzneria	Kutzneria sp000568255
10978	Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter pickeringii
10979	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	Furfurilactobacillus siliginis
10980	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas pharaonis
10981	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Thalassotalea	Thalassotalea agarivorans
10982	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera_A	Megasphaera_A paucivorans
10983	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter_A	Cereibacter_A azotoformans
10984	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sanguinis
10985	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Halorhodospiraceae	Halorhodospira	Halorhodospira halophila
10986	Bacteria	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	Desulfotomaculum	Desulfotomaculum reducens
10987	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_B	Methanothrix_B thermoacetophila
10988	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Hahella	Hahella chejuensis
10989	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus_B	Alkaliphilus_B oremlandii
10990	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius litoreus
10991	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella_A	Methanocella_A arvoryzae
10992	Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Geotalea uraniireducens
10993	Bacteria	Actinobacteriota	Actinomycetia	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus
10994	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Amphritea	Amphritea atlantica
10995	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium jilantaiense
10996	Bacteria	Actinobacteriota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermostaphylospora	Thermostaphylospora chromogena
10997	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium wanjuense
10998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	Albimonas donghaensis
10999	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Dactylosporangium	Dactylosporangium aurantiacum
11000	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium kutscheri
11001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii
11002	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus sp000016665
11003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens
11004	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B hominis
11005	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	Longilinea arvoryzae
11006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia soli
